RewardID,CardNumber,Reward_points_balance,Reward_points_consumed,ExpiryDate
56273,5329465456,9117,5332,2025-03-31 22:23:06.255516
1360,9374003137,5404,1236,2024-10-06 07:35:24.369732
61302,7397568330,8521,2210,2025-02-05 13:44:13.390206
42942,2073176037,5214,3567,2024-10-21 15:57:34.850238
29951,1986480375,7001,3407,2024-08-02 21:32:24.431080
58399,2031309798,3961,470,2024-12-16 16:38:11.345704
23030,6555622557,2538,392,2024-05-29 04:59:14.862841
106,6175847410,8829,5859,2024-06-16 13:52:46.468663
70661,6193154010,9043,5149,2025-02-09 01:23:57.886096
77702,9774486979,3375,895,2024-05-22 22:14:41.498661
84808,2014059935,1475,565,2024-10-05 14:55:09.648108
7401,4452588720,8413,4498,2024-08-28 11:01:36.810904
25907,8162112619,7063,2085,2025-01-07 20:04:27.719676
18821,7698754679,6504,6028,2024-06-01 09:18:36.714890
43452,2050192860,9957,6757,2024-10-16 10:38:54.182078
45955,8641375773,7147,5954,2024-06-02 05:13:12.838593
84554,5146323141,2889,2359,2025-01-05 19:41:41.094363
26953,4102950513,1494,1475,2024-08-19 17:48:53.688364
55169,1410818012,987,214,2024-08-27 17:33:42.520063
53323,4319313488,7647,6104,2024-08-09 05:51:10.648697
14980,8899675290,8298,5386,2025-01-07 05:57:31.938223
56912,8977890166,6769,3992,2024-07-10 03:24:24.193474
33506,5880324221,4193,3936,2025-04-14 03:40:54.091516
30204,2010154931,2436,2427,2024-08-26 17:26:15.409541
91299,8238282390,9007,5436,2024-11-25 13:11:06.811972
39220,9255481023,5485,657,2024-09-28 04:21:30.365568
89911,5862673737,4119,732,2024-08-20 16:07:16.683282
20448,5033528656,5898,2457,2025-04-06 23:37:11.222803
13091,6229376051,1743,1064,2024-11-12 01:46:20.431102
55342,9926090250,4718,3312,2024-09-26 15:07:09.154968
94558,8995499026,7118,2082,2024-08-21 17:19:41.057783
26091,1826382048,1894,729,2024-09-28 16:24:05.795711
46878,7401075033,847,467,2024-05-05 20:14:18.451826
92528,5647539180,5246,2790,2024-12-15 11:06:06.281662
65174,4144337972,1055,681,2025-03-09 12:04:41.741773
649,9949450177,2610,114,2025-03-09 09:27:35.271997
43320,1077095993,3701,1901,2024-11-26 11:16:08.792417
66537,7204606922,1207,708,2024-06-23 08:50:11.647950
58508,3787048989,4674,4529,2024-09-30 20:28:19.498732
97976,5472799456,794,393,2024-09-29 15:51:17.252533
13780,6339397540,3974,3121,2024-05-02 03:20:58.368296
12823,4351758180,5249,4276,2025-04-12 20:44:38.531200
39902,6743962042,7574,7165,2024-06-08 20:35:57.979282
15137,8351377380,262,221,2024-09-27 01:57:36.910204
87221,2696136306,1892,265,2024-08-11 04:23:47.494229
84466,8357418060,9321,7735,2024-06-23 02:11:35.470427
10412,4761110909,4731,1255,2024-09-28 17:49:16.383281
82191,6834954908,6203,2202,2024-11-08 17:09:15.442058
35313,9150541133,8886,3986,2025-03-24 23:17:19.361998
26543,6915230670,4791,2600,2024-06-14 01:13:25.975008
6874,4686080864,3639,276,2024-11-01 19:30:12.179648
10249,1695167923,5050,3194,2024-08-20 21:22:39.540291
970,7071856855,7530,4781,2024-08-08 13:55:59.495803
90802,6978425892,7046,4371,2025-01-26 13:18:59.785099
58037,8788061433,9824,3657,2024-12-27 00:03:31.897590
6380,7682132973,6323,5296,2025-02-12 00:15:39.343824
19434,2600062935,3860,1762,2024-10-31 15:06:46.746859
15126,7702682565,821,780,2024-10-12 13:35:00.768552
17682,3000985049,1741,1265,2024-08-23 08:13:45.976838
20968,4265988654,5449,1212,2024-06-19 02:29:17.815590
43830,6349801035,4993,2023,2024-12-13 11:42:45.770514
431,6823739259,728,353,2024-09-28 18:06:07.022233
94076,6040465167,447,167,2024-12-11 16:07:33.111125
3192,7241647046,4115,2797,2024-11-05 09:55:02.445782
67305,8067354153,5205,4250,2025-02-07 07:40:08.782976
76296,2805384176,2899,1739,2024-05-01 07:50:48.863502
97868,1877508184,1356,576,2024-10-08 08:23:19.471940
96394,7820533277,1579,15,2025-01-12 00:34:09.897785
33728,7841095429,8344,5967,2024-11-13 04:40:20.731919
77196,9465103246,3849,2668,2024-10-30 18:38:10.698036
2187,5163167747,9448,3026,2025-03-05 20:04:21.644937
8133,9833140806,484,482,2025-03-28 13:37:18.702720
80686,7384763519,6457,3179,2025-04-23 16:46:32.012722
78170,8937655221,3797,1083,2025-04-08 11:33:30.389146
77713,1679302558,7990,7483,2024-12-11 05:05:11.322151
10016,4274406304,2354,1797,2025-01-19 18:24:03.684794
38834,5393775937,9325,7018,2025-01-24 08:32:01.500420
91759,4899263080,725,470,2024-11-07 23:06:15.124750
68854,4883252078,3723,2218,2024-09-24 11:50:03.231876
76692,6188795556,4187,2481,2025-01-07 06:01:03.836787
72406,2868558981,407,27,2024-09-03 07:44:42.440821
81141,8323320790,1879,1832,2024-11-04 21:49:51.241925
25462,9965842943,2980,1191,2024-10-23 15:16:26.859288
20672,6218136309,7001,3384,2024-11-30 10:25:20.599915
84520,4292556223,6210,4128,2025-01-27 12:38:59.834821
7353,5209155643,4283,3482,2024-06-14 06:31:14.985505
82282,8219974689,103,78,2024-10-14 17:36:37.682871
48763,1442408886,9405,4368,2025-01-07 03:35:52.728684
81686,7988314626,141,67,2025-01-30 19:24:35.552514
17652,6063432372,105,5,2024-11-27 13:56:30.711019
12927,6924635788,3406,3247,2024-10-04 15:30:50.027246
11368,6945248698,2335,1720,2024-12-26 22:42:58.916478
63952,5958135290,3870,1191,2024-07-17 22:01:39.738135
6626,8103159302,5816,3546,2025-04-13 17:52:50.094283
49370,5340862863,4853,4637,2024-09-24 22:00:14.996370
38994,9968889400,6204,3189,2024-09-02 22:44:05.443888
24792,3184266074,7508,6605,2024-07-18 01:02:59.401416
48793,1877081142,1214,1000,2024-08-19 18:22:12.490872
67558,3191831718,1692,373,2024-11-23 01:05:18.079820
20936,4238805480,7276,1813,2024-10-17 17:24:16.109403
98689,7461467770,8744,2636,2024-11-13 02:56:56.984841
24975,2371208522,4133,3168,2025-01-07 01:40:32.051673
54786,7836900035,6719,4638,2024-12-11 14:40:34.023979
4983,1876784139,9650,6194,2025-01-21 11:16:10.060807
44642,1457235460,7513,7334,2025-04-13 02:00:23.733443
46593,3230934045,7671,1447,2024-12-25 09:49:21.835025
69322,1047946232,5560,672,2025-04-06 20:41:05.084621
11214,7898031811,4114,84,2024-10-09 13:48:01.476710
1304,6241240533,8747,283,2024-11-26 08:58:26.587245
51985,9396158605,931,676,2024-07-27 12:59:32.102713
73404,5998100040,9119,1362,2025-04-07 14:33:39.828072
9935,9135414433,5408,1000,2024-12-23 06:04:56.905585
83353,2071544250,6610,2951,2025-01-09 09:51:02.700890
65575,7806974142,5132,4637,2024-05-30 20:52:36.319586
41706,3481298756,7638,3818,2025-04-17 17:06:04.153282
15690,1165390606,4951,1656,2025-01-22 14:19:30.214524
20443,5261953460,5036,2921,2024-11-21 07:52:57.609338
46608,9431874736,5471,1256,2025-02-28 16:21:29.588123
12915,8422294968,6461,1932,2024-08-15 00:14:17.638415
94015,4817494745,6748,3278,2025-03-06 18:36:16.438135
99963,7662101817,5902,3208,2024-05-04 19:53:16.692316
93138,6331124915,8377,5906,2025-03-13 14:28:16.458619
14249,5952438385,9568,9024,2024-05-12 14:06:45.959208
96099,7625201724,8237,5042,2024-07-28 19:31:34.337385
25127,8917250865,3435,2583,2025-03-28 03:18:03.225140
79840,3461134260,8632,5790,2024-11-08 05:37:38.876354
31578,6481277430,2788,687,2024-05-18 07:41:58.851721
65824,3294762005,2705,453,2024-06-27 21:55:12.152104
78128,2353691721,4633,2034,2024-06-03 19:17:12.980418
29087,3801527163,3348,2014,2024-05-05 11:43:57.060787
93576,5982762247,5145,608,2025-03-28 05:01:15.026858
96462,3204307987,6246,4385,2024-10-06 16:36:47.743238
32100,4390267598,6679,2162,2025-02-14 22:21:01.295729
31401,7059902937,8671,8053,2025-03-24 02:50:55.391675
62398,9749116760,5909,2481,2024-11-05 02:49:02.480999
43293,1088700478,2605,2537,2025-04-25 16:24:22.858358
22681,8172913750,7153,970,2024-07-25 01:52:48.912433
37885,1403526343,7796,5607,2024-08-12 22:54:09.034108
89117,4950609959,4112,2573,2025-04-12 23:11:42.229224
34482,3834301209,5918,4756,2024-12-28 06:28:55.676455
6863,8699279488,8747,4805,2025-01-01 04:55:04.970914
30623,5408090932,9526,707,2024-08-19 12:22:26.637176
79511,3110327755,8123,7603,2024-10-12 08:33:05.158727
81123,5026045673,4916,2329,2024-10-29 01:33:24.793899
42242,6714425336,3678,598,2025-03-05 20:45:49.033906
55224,7172492911,7628,4918,2024-08-19 03:39:03.762228
8468,1951282630,5319,5262,2024-05-16 19:20:36.818194
63778,3840032717,6220,3849,2024-10-18 04:00:47.823261
89458,7167297132,2021,323,2025-02-08 22:52:35.187356
91277,5274658443,9143,6476,2025-03-24 22:16:58.476516
25181,4309506287,6439,2391,2024-07-04 15:37:46.620658
59814,2140860867,4695,545,2024-05-30 15:22:06.147445
79800,6059828567,9031,1014,2025-04-21 00:20:55.222535
51525,6993786242,1464,1458,2025-04-27 23:11:02.543706
11939,6915198145,7377,7034,2024-08-18 15:21:51.421949
86889,4240593521,1307,140,2024-12-15 14:38:03.402567
20611,7769045843,1869,1169,2024-12-29 17:06:09.506260
32498,2780269462,1451,218,2025-01-20 12:32:08.392659
30515,2443826125,3454,743,2024-05-05 01:30:21.801843
78107,4473514344,7492,4610,2024-07-04 13:01:15.212323
67820,2164502074,7596,4200,2024-06-19 01:54:56.118807
49457,8421851416,7880,4977,2025-01-25 11:08:34.473952
58450,3528778387,5435,1060,2024-08-08 10:17:11.670506
70262,7029105105,4145,373,2024-10-08 23:46:30.258467
7466,7490076070,6184,1597,2024-10-22 09:17:15.739811
25163,3309393136,130,103,2025-01-06 15:46:54.718369
13352,8119055227,227,186,2024-11-23 12:11:01.400068
36035,2086541706,5311,1218,2025-01-19 04:27:00.824681
3568,8039153872,4711,3657,2024-09-24 16:53:07.003909
49118,4903056273,1404,410,2024-10-25 08:07:16.956035
9513,9519257909,9228,5028,2024-07-20 19:46:16.898224
94110,1252386183,1183,631,2025-03-13 19:40:05.198642
10494,8858603882,7723,919,2024-06-30 05:29:25.084188
65201,5604926855,3374,1212,2024-10-16 08:12:47.290356
88727,1050287258,6180,3601,2024-09-29 05:40:05.232755
38291,9245523134,1391,861,2024-09-11 07:46:06.538825
62957,1583786502,4391,4071,2024-09-22 21:04:31.356553
3705,8264239195,6737,6226,2024-12-28 17:52:29.708929
57444,3891426669,8904,5419,2025-02-10 22:07:45.594970
18178,8488601906,6397,5,2025-01-19 18:44:44.441967
87215,6401251987,3342,1795,2024-12-27 18:00:09.950862
49074,1861959136,521,145,2025-01-13 21:53:52.479482
519,6751444677,5180,1100,2024-08-29 00:34:31.834064
15508,2882570306,9061,3325,2025-03-27 07:47:20.446542
26334,6541928971,687,416,2024-09-21 15:19:49.206710
66739,2476688997,7281,2944,2024-07-07 01:08:37.513859
14906,1324270799,8220,3336,2024-11-14 16:10:35.981122
5691,6487971849,4542,773,2024-11-19 18:35:56.975521
65297,6137644826,2237,1728,2024-11-09 12:27:19.170788
86707,3178612895,3024,1913,2024-10-17 00:48:19.735600
12919,4015992197,7740,585,2024-08-16 18:00:47.566363
60725,8021809933,8750,3615,2024-05-30 09:35:33.933517
42868,7808866325,4970,3875,2025-03-20 01:15:31.348833
82714,4861009777,5293,1401,2025-02-18 14:45:48.014799
51702,2797780223,9994,5033,2025-04-21 12:26:07.425597
92378,4075159742,8849,7075,2024-12-29 21:17:28.835966
46514,3294065661,7646,6283,2025-02-15 09:43:19.153208
95343,6972132494,9669,8867,2024-04-30 06:36:31.516152
10640,5098490417,4530,600,2024-07-21 09:46:57.170731
81453,6036894474,385,327,2025-04-16 20:08:24.181692
54718,1536317900,2515,1662,2024-06-28 10:35:20.499856
78705,6147734712,2452,2279,2025-01-22 09:37:53.752812
51154,4162881276,6083,3955,2024-11-27 15:56:22.154315
34324,7055317862,5543,5205,2024-12-07 13:54:27.548590
19240,1548543764,7158,258,2024-06-29 00:07:45.823265
44335,6997123559,7573,4857,2024-12-31 02:02:54.395622
36282,7002213970,9308,5589,2025-02-06 22:21:29.084335
75204,8842967978,8066,7933,2024-05-21 01:14:03.007186
98356,1195357780,4147,3145,2025-04-10 13:09:06.364690
32410,7416979048,4233,2635,2024-05-02 00:53:09.524684
54671,6573815278,1083,1015,2024-11-03 04:31:36.530995
90606,3818313193,831,428,2025-02-21 20:44:36.987889
13,4440204788,7473,2888,2025-04-04 04:44:45.414854
63719,7528520320,6499,5289,2024-06-24 10:10:42.912447
38263,3561322815,8972,264,2024-12-22 22:48:42.740917
83553,6330058504,352,352,2024-06-11 03:07:42.219705
6335,9055826763,2706,739,2024-10-13 03:17:14.180015
73864,7549904995,8217,5719,2024-11-24 03:55:23.169669
49296,8931607596,3887,165,2024-09-19 10:42:23.103383
85819,6235882595,3750,3461,2025-01-23 21:38:43.676666
95258,3581884916,216,96,2024-06-04 13:55:12.590503
85224,6719363536,7210,5286,2024-12-22 15:04:43.535161
92647,9817853899,7819,1280,2024-11-13 07:27:10.911652
27450,9692829254,8962,1649,2024-09-22 22:11:00.737469
32930,9611811308,2472,645,2024-10-18 08:59:48.787549
85997,7876258083,4743,599,2025-04-23 00:49:49.901948
38907,7559240323,5515,5280,2024-06-15 09:40:56.049824
24452,6193027267,9784,4726,2024-06-06 03:47:44.186864
84597,3843768268,2319,417,2024-08-10 06:53:03.160471
85622,5419811734,9602,3752,2024-11-09 18:37:32.162972
33527,6028119216,7547,7323,2024-11-20 01:13:51.238516
71574,3994147229,9900,9610,2024-07-22 23:39:12.972480
25092,5594399588,8293,2680,2024-11-21 10:33:41.130091
39179,2051451301,6579,2037,2024-07-17 04:49:43.501750
98921,3582283607,7797,1130,2024-12-08 17:23:48.529849
1153,2659028026,2470,659,2025-04-04 17:08:01.131922
66474,4301074537,1132,1069,2025-03-02 04:27:22.053643
90918,9333535006,767,615,2024-06-05 19:27:53.914881
16672,5087602615,4683,574,2024-11-09 22:38:22.257821
36554,4291463321,4613,4095,2024-08-19 06:18:40.813647
98505,9030997557,7742,3612,2024-06-01 10:12:38.472104
15654,8139593108,7630,3603,2024-07-23 18:46:54.426632
39496,5227720764,8486,994,2024-11-25 21:36:03.869601
15745,5177468749,2309,1491,2025-01-27 10:28:52.362986
59788,5057022400,1930,233,2025-02-24 19:44:16.805216
62831,4243249893,2999,969,2024-12-11 00:47:16.889989
34315,9868395728,2397,1423,2024-10-24 03:54:49.326352
45689,2226077279,8140,606,2024-08-12 00:49:01.056059
60978,5407671720,3870,3084,2024-06-10 10:36:16.487123
75895,4962750585,5450,172,2024-09-01 01:57:18.678590
89830,4837587648,851,126,2024-07-13 09:43:48.569321
17062,4793971144,203,133,2024-11-25 05:47:09.569772
5026,4571957217,686,373,2024-11-24 05:28:44.637521
21332,4325417073,1824,227,2024-12-19 20:14:42.578440
64386,3017943529,4436,2003,2024-09-16 02:00:59.343884
75826,4878388071,2153,2088,2024-06-16 11:48:12.338337
38866,6028866659,1659,1334,2024-06-07 18:27:51.918185
98002,9429980519,2510,1753,2025-02-11 05:36:30.465688
50685,2677328340,2094,1952,2025-02-05 11:06:19.051238
12510,6384139165,6387,4421,2025-02-28 20:16:14.877886
91618,8559798570,3502,1066,2025-02-12 14:05:16.758645
54810,8735933566,5748,400,2025-02-15 07:18:46.119075
77313,1800228081,2985,2830,2024-11-14 12:23:34.453109
54556,5695860478,3031,2268,2024-11-02 02:43:52.564072
30989,7521168266,4093,3997,2024-07-23 15:51:43.388444
34807,1990823957,6892,4758,2024-07-16 11:24:24.053486
28210,5280196527,6875,111,2024-11-28 21:47:19.386184
19889,9023056504,5795,2321,2024-06-27 22:25:48.824678
66192,2845549106,5517,4732,2025-03-14 13:08:34.079549
26150,2400911929,9637,7439,2024-06-10 10:40:49.386531
49669,8267558551,8485,6219,2025-04-28 06:15:19.594254
22614,3740842037,1803,347,2024-06-19 18:09:46.940898
7069,3910605000,4656,2719,2024-05-05 03:13:25.378597
35401,8323190354,947,522,2025-01-24 11:38:17.656836
73538,7065861131,3134,1375,2024-08-10 15:57:15.256398
72463,1688535581,2621,2384,2024-07-08 01:38:43.018760
85340,1526497347,9197,5463,2025-04-17 03:02:27.165658
46819,8870942940,2959,2073,2025-03-19 21:49:20.008465
54724,7040104152,5625,2907,2024-07-16 08:24:23.514133
12756,6063632065,6630,1244,2024-11-04 10:05:07.340631
53655,8024897972,1489,987,2025-03-26 17:12:44.446793
3946,5005016089,2167,423,2024-06-23 05:15:14.825064
44363,2066125485,3871,3756,2024-10-20 19:02:11.452388
36860,4527159203,1776,256,2025-03-06 02:20:19.334056
10728,1895955892,8635,5341,2024-10-30 13:58:40.554154
31536,9617323413,2968,417,2024-05-21 19:38:50.850173
66482,3883340728,1395,1077,2024-10-19 00:45:36.155562
58347,5891123883,9898,2831,2024-08-23 15:21:57.392089
83232,2026768761,3334,2150,2024-11-03 10:51:19.342984
41083,2877930593,6807,460,2024-09-21 17:33:57.583866
51959,4717217580,4936,1226,2025-02-07 19:02:15.073252
82888,3350605617,3151,224,2024-07-29 02:52:50.057098
55961,6193143709,9198,8647,2024-12-24 18:22:45.743144
94881,2340114129,2740,2362,2025-02-19 10:48:07.475726
11719,7107562871,8170,998,2024-07-29 00:00:57.297212
44206,2134387822,5015,2540,2025-04-25 13:56:55.751245
8166,1072630598,8511,144,2024-11-04 08:02:56.965448
47203,5099621805,9066,2785,2024-12-11 20:14:08.738667
80917,2946227845,288,233,2024-08-26 05:12:46.723119
76256,6739242513,6580,5130,2024-10-26 01:28:48.328352
13447,2231018880,5905,5628,2024-11-07 08:01:46.109808
72721,1032645197,2404,909,2024-06-05 03:12:18.245992
74739,1991104315,791,272,2024-08-19 11:03:58.429369
28446,5614194047,1549,964,2025-02-18 14:06:06.511514
41161,8960462504,8902,8883,2024-06-09 10:30:57.213964
37324,9237798578,2452,221,2024-10-29 02:55:42.843643
2929,4400752605,5573,3327,2024-05-24 18:54:00.650553
42419,8059935222,5631,1539,2025-04-13 09:07:55.096508
36032,8604519344,7182,2303,2025-02-03 16:57:51.177419
78678,7597977402,6273,2864,2024-12-15 17:05:26.974484
76328,3311961081,9339,6761,2025-01-18 17:11:45.999564
84798,2283540167,964,158,2024-12-10 07:52:04.112376
69040,8991003656,1583,699,2024-09-20 05:03:23.120899
22829,5128245950,3076,2637,2025-01-28 06:23:13.151283
96194,6648868732,3439,420,2025-04-05 01:20:49.819205
63484,3485356545,6939,246,2024-06-12 13:58:17.944162
33577,5927735169,8839,4808,2024-10-17 07:48:23.603779
34445,7312201171,6972,3257,2025-03-12 00:05:55.498256
54725,1463021315,3038,409,2025-02-01 02:16:46.296365
82050,4804507259,3367,2634,2025-01-05 10:36:03.763901
74426,4739206231,9397,3356,2025-03-05 06:54:05.969837
77506,6113362177,3622,345,2025-01-16 15:54:03.904906
4315,8346783172,9074,4317,2024-11-14 00:21:55.212012
74173,7433252126,3501,2411,2024-09-16 12:45:46.969115
98844,7243860964,859,65,2024-07-25 14:00:58.864887
24353,1204587071,691,208,2024-10-21 02:05:02.938617
91057,1506222508,4115,3977,2025-03-25 20:07:13.947615
51321,5716526247,5232,5009,2025-01-01 06:49:29.771315
58410,6698720036,3232,1293,2025-03-23 09:39:30.632881
83157,5375628491,2717,2078,2024-06-01 00:00:07.717750
51050,1201998211,6968,4843,2025-03-30 15:49:16.343083
2838,7570106065,9961,7969,2024-11-19 06:32:25.818443
8103,5063078662,1213,1061,2024-08-27 11:27:35.244050
48631,1291884213,2451,350,2024-12-10 05:33:36.586136
46732,2365154488,1702,765,2024-08-04 12:50:46.862517
70393,9909844896,7702,4562,2024-10-11 18:23:04.933239
80245,3395406228,9116,5201,2024-07-19 21:39:26.588251
59510,6836639751,601,100,2025-04-18 03:39:29.235407
61944,4821106713,2368,1577,2024-07-26 02:15:27.540822
70497,9007100767,4207,2698,2024-11-29 16:24:43.670450
77014,4436901016,7673,3787,2024-09-08 02:26:46.167584
88630,6485610118,8715,863,2025-03-25 11:58:29.346851
79525,7524219950,3387,1707,2024-06-25 05:42:59.226067
69750,8149750868,9510,6172,2025-01-25 06:41:57.694934
1045,7952332719,9876,382,2024-06-29 15:03:01.300939
76024,1287165897,269,116,2024-12-21 21:30:59.164609
33431,9098464188,4039,3477,2024-10-07 23:20:05.950318
4082,5214181533,5541,2825,2025-04-15 10:27:05.325782
90620,4117413036,5528,4858,2024-06-25 20:09:09.712523
23733,7852588573,2181,537,2025-03-19 03:33:13.848786
63647,5355363380,2353,969,2024-04-30 00:42:56.957288
72567,5781711373,1770,222,2024-11-26 01:05:57.022768
43297,1747253671,7469,6766,2025-02-16 19:55:28.462809
48424,2185240779,5996,1081,2024-10-13 19:46:03.556611
53584,4391868937,6612,2582,2024-09-06 19:20:32.559607
19647,8193968344,5075,3650,2024-09-15 04:49:50.191172
37745,4089202703,9941,8908,2024-11-13 06:07:16.141871
72826,4805972911,9514,2929,2024-06-23 09:26:32.812756
83526,6171771046,7327,390,2025-01-25 17:53:52.138965
85390,8487552189,6765,190,2025-02-01 14:52:08.040953
54687,8016287786,5415,2393,2024-11-27 22:15:27.171681
47166,4952235557,6921,4575,2024-08-16 07:45:38.604095
93981,9314007339,5789,3705,2024-09-06 21:26:02.263490
40288,3185145482,414,121,2024-08-31 16:29:15.483450
95077,9675715528,5900,3105,2024-12-15 03:23:18.812211
72801,2663399816,837,3,2024-08-20 00:05:23.953677
2358,4953950416,3974,631,2025-03-19 16:23:05.763980
12835,6828921321,5579,1753,2024-06-30 10:52:56.989266
59465,8722858706,9291,8556,2025-01-19 15:32:53.145476
55126,5032680627,9345,4091,2025-04-17 14:30:17.414628
78593,9866354087,9452,9394,2024-05-16 20:10:21.756114
11446,1156175693,7873,2151,2025-03-22 03:46:58.873856
43810,7211683853,4179,1451,2024-11-05 22:54:51.075035
21953,5346196497,3600,2408,2024-08-12 20:07:54.519516
16251,8170113419,6526,3833,2024-05-18 21:36:38.616174
44839,6976744387,2133,326,2024-09-12 22:34:24.730319
34290,6407548612,6878,4068,2025-03-21 17:58:12.616720
19746,6729149988,827,492,2024-11-05 21:11:32.005868
61599,2601272637,7619,2222,2024-06-27 16:07:39.911455
66019,3667978107,1474,127,2025-01-18 11:31:02.165632
20656,4870521516,1180,940,2024-06-10 22:54:52.442600
78565,8752008755,4532,4323,2024-10-03 23:25:49.855738
68029,7710904383,9389,4272,2025-04-01 09:27:08.697786
75678,2769115734,7945,7568,2024-10-06 20:06:57.908086
61907,3058616034,1786,1089,2024-06-04 03:07:39.197801
90418,1232469153,7773,2495,2025-01-19 02:16:05.998886
26866,3836638319,4305,2004,2025-02-28 20:58:17.887573
72145,9145884086,4942,3819,2025-02-12 12:39:13.910707
3049,6731021024,6267,256,2024-07-04 01:53:57.534044
13545,5355900337,2199,1952,2025-03-21 02:00:45.235118
16915,5487108312,5567,695,2024-04-29 14:34:34.221641
22724,2069216825,9421,6871,2024-11-25 09:09:48.957246
28764,8813485289,9177,1070,2024-12-04 08:35:43.630450
11182,3916755295,8777,2387,2024-07-10 11:16:50.197905
16257,6659038337,2265,579,2024-08-04 17:33:45.912628
86548,8830167732,1816,1125,2024-08-18 06:10:10.522179
75503,9840342410,4238,322,2024-08-07 11:53:50.792509
17338,6522236159,1982,536,2025-04-24 21:43:24.408079
31725,4210261512,1233,1013,2024-12-24 04:51:01.740318
88431,4918105460,2863,970,2024-05-31 18:07:25.675324
71969,9115540734,671,543,2024-12-25 17:05:08.040911
1895,7738310397,5175,3860,2025-02-21 15:01:04.364941
95976,5401920843,916,771,2024-10-06 15:01:29.921598
60559,1847302170,7324,1010,2024-09-19 21:22:43.494488
94540,3102286312,7641,1458,2024-10-23 00:19:42.933579
53196,5583000769,8063,7152,2025-03-02 13:59:03.247558
20581,2757125153,4751,882,2024-09-27 16:59:34.235015
60669,1392931818,2628,1519,2025-03-08 05:22:10.609638
87875,9197810647,5600,1556,2024-09-11 12:30:37.375721
58972,4297847918,4072,3902,2024-12-08 12:25:47.708103
58457,8809119798,802,568,2025-02-20 00:19:35.390229
85802,5071701810,8934,5482,2024-12-03 16:44:10.072691
64150,9970382273,2559,2468,2025-03-24 05:30:06.355283
69970,6259226450,5415,1385,2025-03-28 01:14:19.523398
4972,5584112087,790,558,2024-12-08 00:52:13.946615
52220,2697543594,7884,4530,2024-08-18 17:56:48.120283
65249,9793508742,4261,314,2024-12-18 19:59:36.562171
85644,4193685662,5501,5260,2025-04-21 22:46:35.398505
88680,8971832014,2791,2519,2025-01-25 18:40:03.196532
58864,3362162731,8444,885,2025-03-15 04:36:57.374414
68547,4090111817,7885,5317,2024-10-25 16:46:50.066238
71439,5807449275,9609,750,2024-12-29 05:00:20.708848
44981,2785149799,6985,366,2024-08-31 20:48:20.072560
4371,5841145856,2589,1447,2025-01-06 16:20:54.013829
2700,2087751809,1249,695,2024-12-17 10:23:13.952003
96851,9164514901,921,483,2025-01-31 06:07:12.131581
57070,4787293824,1520,1242,2024-07-17 07:20:35.303770
93870,9053406418,7900,1820,2024-06-18 19:37:20.757592
25967,3640897883,3629,1791,2024-12-17 05:18:13.989292
59614,6332223326,3798,1275,2025-03-25 08:39:47.139599
15339,7566115908,8071,2149,2025-02-06 05:59:24.390304
44019,2083906671,7980,1536,2024-08-06 07:59:48.313646
53582,2597241812,1885,391,2024-09-09 22:42:48.446026
72303,9138016159,4925,2397,2025-04-22 13:21:18.227695
63781,2204975044,1319,1299,2025-01-04 11:13:41.713478
62333,4285604224,3836,1310,2024-09-27 15:34:04.003521
59011,4528105978,9223,165,2024-05-06 19:54:37.703006
19279,2028994991,2372,282,2024-12-30 16:49:13.704077
3087,9966434701,2241,1710,2024-08-18 02:41:01.676210
27089,7132669259,5966,486,2025-01-05 19:15:50.340074
97902,4488757450,2661,504,2024-08-13 16:06:37.978561
18306,2020697878,2309,1619,2025-01-01 18:58:57.358739
54454,2547062042,6752,488,2024-05-31 20:20:00.174520
81059,2054818533,532,101,2024-08-06 19:56:17.406044
14947,8360970882,4320,2586,2024-10-22 07:34:08.392393
38327,4117348313,4914,999,2024-07-07 13:10:42.331164
58171,5797213693,9049,4418,2024-08-17 10:11:53.989501
54169,2677762152,2408,2362,2024-05-21 17:42:16.096772
54053,5665218318,7387,318,2024-05-04 06:07:36.904194
96155,6599187044,9136,5058,2024-06-02 06:39:50.520668
44039,5375527307,912,209,2025-03-04 19:20:23.809581
40377,8417847534,9432,5406,2025-01-13 04:06:17.688035
78213,6025240476,2376,47,2024-11-18 20:34:45.543570
27212,9178881148,7247,6058,2025-02-18 05:39:42.981397
37767,4582590750,6113,2500,2024-11-24 10:54:04.747406
71153,6385145123,3889,1182,2024-08-08 21:45:19.912675
83149,6592625745,4061,2441,2024-12-08 09:27:08.654963
68373,1294641652,888,246,2024-12-12 10:32:42.130252
25769,3887098658,1149,972,2025-01-04 02:16:06.455101
97022,2732715725,8169,7010,2025-02-10 07:40:15.843124
17654,4345344968,3836,3520,2024-05-26 03:36:30.498370
65655,8289521757,6562,1305,2025-04-27 16:28:31.817886
54179,3207829830,4038,2123,2024-05-24 16:57:42.724480
64765,2605483297,2128,1779,2025-01-27 11:37:15.372495
15488,6269308648,1733,327,2024-10-16 13:16:44.995742
18788,6232384289,3966,2910,2025-03-03 04:08:06.877718
90994,8480477933,1090,331,2025-04-07 22:46:04.974434
31801,2811617267,2984,1987,2025-03-03 22:12:00.813906
40279,1223430811,1432,994,2024-08-14 01:05:53.064794
54488,5945202502,1739,957,2024-07-31 14:24:00.066489
86319,4711551131,5881,459,2025-01-17 19:29:42.054017
69695,8288224839,9943,389,2024-10-24 12:35:55.690072
