SupportTicketID,Client_num,IssueType,Status,SupportTicket_date,Assigned_to
977281,83607171,Technical,Open,2024-02-17 11:09:57.732753,Eddie Andrade
763924,85567276,General,In Progress,2024-01-10 13:20:55.997238,Evan Thomas
550294,93152318,Billing,Closed,2023-07-11 02:08:15.274854,Eileen Smith
8797,19982594,Technical,In Progress,2024-02-13 00:49:22.931911,Jeffrey Higgins
657913,34333325,Billing,In Progress,2023-11-10 22:40:25.519250,Cynthia Hernandez
918786,70872754,Technical,In Progress,2023-10-09 09:09:25.283236,Timothy Austin
313643,41032735,General,Closed,2024-01-01 18:02:59.827291,Christina Holt
350038,22714941,Technical,Open,2023-09-09 16:33:06.423482,Megan Keller
887806,84407135,Technical,In Progress,2024-04-09 18:43:50.680180,Katelyn Jones
381132,11312845,Technical,Open,2023-12-07 20:00:31.700966,Nicole Ayers
734514,40613547,General,Closed,2023-09-24 13:55:29.541943,Jesse Gonzales
404030,15595600,General,In Progress,2024-03-03 17:56:01.089533,Jeffrey Goodwin
813313,26208201,General,Open,2024-02-03 06:29:25.445704,Mason Walker
583221,88458046,Technical,Open,2023-09-14 02:47:26.548978,Jacqueline White
6530,36160425,Billing,Open,2023-08-05 10:07:02.274062,Jessica Rodriguez
894564,92689487,Billing,Closed,2024-01-12 07:22:53.211403,Ronald Nelson
860385,19501042,Technical,In Progress,2023-11-14 18:01:46.157910,Martin Porter
884903,34517239,General,Open,2024-02-12 02:59:07.699829,Anna Sloan
689041,69360258,General,In Progress,2023-06-02 21:06:36.490873,Joshua Griffith
99716,91485158,Billing,Open,2024-03-24 05:26:03.160494,James Myers
980071,92085117,Technical,Open,2023-05-22 02:03:25.343822,Jesus Taylor
453171,37100546,General,Open,2024-01-22 03:06:20.622241,Joshua Lee
409923,92803270,Billing,Closed,2023-05-21 13:17:12.891745,Terry Romero
188172,70914224,General,In Progress,2023-05-24 15:11:15.613514,Michael Webster
160419,14782844,Technical,Open,2023-08-30 19:30:44.375358,Dr. Amber Barker
392239,35322375,Billing,Open,2023-10-07 07:07:46.418986,Tiffany Howell
44288,70683314,General,Open,2024-01-17 13:42:41.033691,Miss Monique Ross
547834,35788769,General,Open,2024-01-18 00:16:37.400213,Lisa Black
982929,45664027,General,In Progress,2023-09-23 22:17:45.259770,Katelyn Olsen
517469,34390224,General,Closed,2023-07-30 00:00:42.854634,Jennifer Humphrey
804696,14183689,Billing,Closed,2023-10-12 18:56:43.702655,Jaime Owen
155476,40676745,Technical,Closed,2023-11-29 21:04:35.434137,Heather Morris
887987,70236489,Technical,Open,2023-06-22 11:53:29.755738,Brittany Aguilar
980034,13021927,General,In Progress,2023-08-07 18:27:11.441780,Juan Pearson
792204,46747868,General,In Progress,2023-05-03 21:58:38.194834,John Wright DVM
343605,16469276,Technical,Open,2023-12-03 12:05:10.710916,Michelle Ray
869738,21835060,Technical,Open,2024-04-08 22:43:10.643250,Christopher Schneider
468521,40072039,Technical,Open,2023-07-22 09:49:15.195900,Sheryl Meyer
541475,62766324,Billing,In Progress,2023-05-24 06:25:52.479975,Anna Thompson
559329,76318499,Billing,In Progress,2024-03-25 00:11:11.134403,Heather Gordon
505059,79550280,Billing,Open,2023-12-22 18:15:01.165745,Christina Johnson
175653,11885708,Technical,Open,2023-10-22 20:09:54.649606,Brianna Marshall
392374,98576066,General,Open,2023-06-14 03:47:12.322219,Ashley Garcia
29167,14423112,Billing,In Progress,2023-07-29 18:01:45.314039,Diane Jackson
78278,86314243,Billing,Open,2023-08-01 11:28:57.444149,Carlos Tucker
820156,77408081,Billing,Open,2024-03-29 06:30:24.553946,Mary Pratt
264847,56361014,Billing,In Progress,2024-02-22 12:01:22.096243,Elizabeth Delgado
933992,51280705,General,Open,2023-08-26 23:15:58.723945,Terry Russell
203825,90749445,Technical,Closed,2023-06-03 02:29:48.322479,Mr. Antonio Singh
35470,95862264,Billing,In Progress,2023-10-21 04:12:13.060986,Nicholas Martinez
719041,28822998,Technical,In Progress,2023-11-27 16:40:24.955049,Brian Hernandez
214907,94500811,Technical,Open,2023-09-02 22:11:24.257455,Stephanie Matthews
835082,52520788,Billing,Open,2023-11-27 09:54:15.721695,Holly Lewis
317131,92300808,General,Closed,2023-08-11 07:50:45.100558,Ashley Mendoza
821976,30568421,Billing,In Progress,2023-05-02 01:02:50.166865,Ashley Oliver
772744,45804542,General,Open,2023-07-11 09:50:55.212753,Charles Harris
410435,75667147,Billing,Closed,2023-05-31 17:46:26.789009,David Jackson
420332,24071193,General,Closed,2024-01-05 01:30:48.791782,Whitney Chapman
991806,55348725,Billing,Open,2023-09-19 06:04:58.079987,Gabrielle Thompson
118582,97939590,Billing,Closed,2024-03-10 00:45:58.182267,April Fox
125891,99833509,Billing,Closed,2023-06-16 18:59:20.743455,James Johnson
579907,77011601,Technical,In Progress,2023-07-27 15:10:29.834813,Casey Aguilar
26176,12619043,Technical,Open,2023-11-30 12:58:54.127524,Crystal Joyce
700815,56292153,Billing,Closed,2023-10-29 01:06:25.839531,Haley Guerrero
264323,66949357,General,Closed,2024-01-17 22:41:50.273496,Allison Hawkins
390945,92989015,Billing,Open,2023-04-28 22:18:37.986762,Zachary Mccullough
12294,53445679,General,In Progress,2023-05-04 03:38:33.923975,William Decker
469232,78189740,Billing,Open,2023-06-30 16:47:47.890355,Melissa Sosa
563913,91348004,General,Open,2023-10-14 01:56:14.647909,Jennifer Mendez
124243,18674304,General,Closed,2023-06-27 17:24:13.576690,Michael Schaefer
667574,91889165,Technical,Closed,2023-12-11 08:35:08.320087,Samuel Peterson
790902,50785299,Billing,In Progress,2024-02-20 08:31:37.357252,Diane Hull
690887,97525021,Billing,In Progress,2023-11-20 09:49:36.460505,Kevin Ross
145143,68806139,Billing,In Progress,2023-07-19 02:03:02.700655,Phillip Cain
169547,52639629,General,In Progress,2023-05-21 01:45:12.003314,Mark Dominguez
162488,76411248,Technical,In Progress,2023-08-04 22:09:35.875278,Alexandra Thomas
558779,33367904,Technical,In Progress,2023-06-06 21:53:53.048934,Sheri Clark
762728,54519248,Billing,Open,2023-10-09 10:18:41.122919,Peggy Bailey
557584,38902976,Technical,Closed,2023-07-30 00:27:31.916823,Stephanie Hobbs
996279,33360480,General,Open,2023-10-08 11:39:36.362335,Ricky Wright
141823,88596627,Billing,Closed,2023-10-15 10:29:18.144824,Rebecca Taylor
298477,59649409,Billing,Open,2023-12-08 02:14:10.550097,Jennifer Brown
259081,68176085,Billing,In Progress,2024-04-07 10:59:36.210421,Sarah Reeves DVM
486946,45180145,Billing,In Progress,2024-02-21 21:16:07.426286,Linda Russell
472794,38224234,General,Closed,2023-12-05 06:54:55.896390,Jacob Martinez
720738,74948240,Billing,In Progress,2023-05-03 04:53:47.885274,Jennifer Cain
531734,70683314,General,Closed,2023-10-20 09:45:33.307277,Robert Bryan
388935,87666305,Billing,In Progress,2024-01-23 06:11:32.614989,Carl West
869404,17224071,Technical,Closed,2024-03-26 21:09:26.947808,Christopher Coffey
696061,47039729,Billing,Open,2023-04-29 12:08:59.044979,Hannah Sosa
7123,64655243,Technical,Open,2024-04-22 03:46:57.512383,Sharon Swanson
432982,84206541,Technical,In Progress,2024-01-23 18:00:11.011205,Sabrina Pugh
905626,72183809,Technical,Open,2023-12-20 05:11:53.207817,Monica Alexander
828824,46296331,General,Open,2024-01-12 08:39:18.317774,Tina Walker
381846,75698607,General,Closed,2024-02-08 01:39:02.792486,Nicholas Morris
857935,76651710,General,Open,2024-03-28 11:38:23.155916,Thomas Ellis
138294,70408104,General,Open,2023-05-13 16:13:16.473881,Adrienne Stewart
145177,26445306,Billing,Open,2023-08-31 23:08:17.169421,Debra Wong
727638,56430466,General,In Progress,2023-07-12 03:43:48.902201,Jason Strong
277102,78738256,Billing,In Progress,2023-04-29 17:48:48.150635,Carly Patel
686845,47318188,Billing,Open,2024-04-03 11:34:18.829744,Kenneth Thomas
457824,73588500,General,Open,2023-12-09 03:44:16.926151,Melissa Curtis
94020,93817461,Billing,In Progress,2024-04-02 23:06:57.117755,Jordan Evans
698538,35322375,General,Closed,2023-10-13 12:56:03.330118,Jennifer Lee
838874,64426967,Billing,Open,2023-06-01 13:14:51.059970,Melinda Barton
632882,90226117,Billing,In Progress,2024-01-10 10:47:15.852947,Matthew Snyder
390894,84849326,General,Open,2023-10-07 16:08:32.044917,Erik Freeman
209224,80917328,Billing,Closed,2023-12-24 05:18:00.920686,Jennifer Brown
992134,49061253,Technical,In Progress,2023-05-22 16:32:15.650090,Michael Dixon
40540,75466571,Technical,In Progress,2023-12-19 01:12:37.702599,Denise Castro
275801,79352712,Billing,In Progress,2024-04-03 12:32:05.176477,Elizabeth Noble
720073,52746005,Billing,Open,2024-04-06 16:03:12.779642,Emily Shah
370145,57286048,Technical,Open,2024-03-11 11:35:43.318022,Jennifer Adkins
351166,57257255,General,Open,2023-05-09 02:30:37.502232,Jeffrey Madden
707854,12117821,General,Open,2024-03-12 18:33:21.894016,Kimberly Smith
403797,20101116,General,In Progress,2023-09-16 10:40:51.589493,Ethan Clark
970493,90432996,Technical,Closed,2023-10-14 21:24:31.593965,Amber Castillo
214486,65708216,General,In Progress,2023-06-12 15:56:08.978049,Mathew Noble
539067,18714636,Billing,Closed,2023-05-08 22:58:43.331545,Richard Maldonado
870069,40920277,General,In Progress,2024-03-16 11:56:05.425581,Tina Woodward
309017,84842598,General,Closed,2023-06-14 15:01:19.973832,Amber Morris
205614,26738332,Billing,Open,2024-03-25 23:14:43.976506,Kaitlyn Garrett
229523,78365866,Billing,Open,2024-02-10 04:31:27.850101,Maria Mills
275694,29995795,Technical,Open,2023-06-05 05:26:28.864744,Donald Moore
452943,21816850,General,Open,2023-07-31 10:23:00.231860,George Wheeler
762632,43944778,Billing,Open,2024-04-02 03:36:21.919024,Angela Johnston
387179,50800550,Technical,In Progress,2023-10-03 21:07:35.515820,Kayla Robinson
843078,37834020,Technical,Closed,2024-02-27 16:59:44.937666,Ashley White
270467,14336551,Billing,In Progress,2024-02-16 09:56:37.568976,Mallory Harrell
936410,49315790,Billing,Closed,2023-05-29 08:56:33.479071,Charles Barnes
829956,63416977,Billing,Open,2023-08-15 14:10:35.767509,Kimberly Gutierrez
47455,56364620,Technical,Open,2023-11-27 01:55:02.636399,Paige Barker
93943,74280510,General,Closed,2024-02-01 07:05:59.316522,Charles Morris
663087,74841886,Technical,Open,2023-11-04 23:31:34.071193,Bradley Reese
264350,34238997,Billing,Closed,2023-05-09 16:35:33.696474,Kerri Davis
759093,89145179,Technical,Closed,2023-05-20 18:43:39.214075,Brandon Davis DDS
3840,80521253,Technical,In Progress,2024-01-24 18:23:44.409857,Lindsey Mcgrath
48735,10088810,General,Closed,2023-12-10 00:29:00.623641,Vanessa King
602103,69638033,General,In Progress,2023-06-10 02:39:41.305969,Ryan Obrien
445869,40474549,General,Open,2024-03-18 23:30:42.625752,Michael Anderson
820345,14614777,Technical,Closed,2023-11-10 02:01:32.612096,Cindy Rogers
729560,46398746,Billing,Open,2023-06-10 10:25:42.228624,Jennifer Walker
592641,78110714,Billing,Closed,2023-07-10 23:35:25.556553,Rachel Hill
800564,78983726,Billing,Open,2023-04-30 12:34:56.945368,William Mcbride
407631,17224071,Billing,Closed,2024-02-03 12:58:40.342079,Joseph Bell
789616,86568685,Technical,Closed,2023-11-18 00:00:38.111944,Charles Black
49672,55046013,Technical,Open,2024-04-04 15:45:46.754074,Brianna Thomas
776960,28253610,General,In Progress,2024-03-24 18:30:50.967408,John Thornton
865914,25026091,General,In Progress,2024-04-10 14:07:04.030758,Gerald Campbell
180588,50684762,Technical,In Progress,2024-03-12 06:07:32.798286,Charles Reyes
108171,10464424,Technical,In Progress,2023-11-28 00:58:00.371165,Justin Ramos
854317,39300262,Billing,Open,2023-11-20 13:29:43.513205,Kathy Adams
209685,74527518,Technical,In Progress,2023-05-02 13:54:27.308965,Brittany Wright
523934,78509637,General,Open,2023-05-24 01:49:39.980472,Robert Schneider
834650,29895632,Billing,Open,2023-10-02 01:51:08.850931,Keith Smith
209388,65484224,General,In Progress,2023-08-09 11:01:32.608667,Anne Snyder
553125,84075585,Technical,In Progress,2023-11-27 03:11:52.828367,Michael Rodriguez
453113,60571284,General,Open,2023-05-01 14:08:02.537677,Caitlyn Keith
418716,24343695,General,Closed,2023-07-16 21:37:49.998209,Lawrence Price
354503,26617069,Technical,In Progress,2023-09-29 15:44:59.856592,Wayne Herrera
436265,69881807,General,In Progress,2023-12-17 18:17:40.927491,Danny Whitney
865043,51362357,General,Open,2023-07-09 02:17:36.743582,Sheila Hughes
88761,80076238,Billing,Open,2024-03-13 13:18:51.515868,Brandon Vaughn
223783,67689827,Technical,Open,2023-08-31 02:44:18.236176,Benjamin Lawrence
374289,89676672,Billing,Closed,2023-06-04 01:20:03.692661,Michelle Mathis DVM
445331,48168481,Technical,Closed,2023-10-05 17:26:13.368818,Richard Wood
665446,27269588,General,Open,2023-08-17 19:37:07.130867,Emily Garcia
404467,88883497,General,In Progress,2024-02-05 15:45:55.218452,Aaron Mills
735048,28082246,Technical,Closed,2023-11-26 11:46:11.865611,Veronica Porter
735723,93952514,General,Closed,2023-09-25 17:35:15.816876,James Barber
935308,31868204,Billing,Closed,2023-09-07 18:35:22.963115,Alexis Ruiz
461039,50757374,Billing,Open,2024-04-18 06:56:14.697609,Brian Adams
473256,97747153,Billing,Closed,2024-01-07 12:31:42.534389,Rebecca Maxwell
701036,78579572,General,In Progress,2023-10-26 19:25:08.817298,Benjamin Cherry
327328,23100162,General,Closed,2024-01-30 12:16:52.213268,Kathryn Leonard
127215,56156579,Technical,Closed,2024-03-04 13:32:19.777213,Kayla Moore
592574,37940512,General,Open,2023-07-11 08:21:13.524008,Doris Clark
146237,60191175,Billing,Open,2023-05-11 02:30:51.317759,Kelsey Vargas
842619,20069779,General,Open,2023-06-12 04:41:57.352641,Lori Blackwell
491918,10683266,Technical,Open,2023-12-14 20:37:51.464272,Maria Forbes
170482,35659080,General,Closed,2023-11-07 03:59:22.145992,Kelly Bennett
898625,92565650,Billing,Open,2023-06-17 05:38:38.643587,Christopher Sanchez MD
300754,13310673,Technical,Closed,2023-12-19 17:25:32.321371,Emily Hurley
478286,96701090,General,Closed,2023-05-31 17:35:56.961625,Carlos Myers
983198,20944869,Technical,Open,2023-07-28 01:09:08.717963,Tyler Cowan
59885,83397841,General,Closed,2023-07-12 02:14:21.643118,David Phillips
614548,50236562,Billing,In Progress,2023-05-11 19:56:52.874427,Jennifer Clarke
718498,63057634,Technical,Open,2024-01-19 18:08:03.548126,Melody Lopez
684229,61349877,General,Open,2023-09-26 05:33:02.314641,Lisa Bean
994370,52397211,General,Closed,2023-06-11 22:37:47.373857,Danielle Barrett
30995,84196510,Technical,Open,2023-06-21 17:42:21.099422,Robert Clark
143588,73367968,General,Open,2024-04-23 03:09:16.844509,Elizabeth Thomas
715131,74272198,Billing,Open,2024-03-14 06:52:58.734414,Mary Anderson
406388,14378725,General,In Progress,2023-07-01 18:28:54.092319,Danielle Ramsey DDS
375248,91485158,General,Open,2024-04-25 08:19:32.899211,Mrs. Melissa Smith
798699,81426570,Billing,Closed,2023-11-16 18:41:19.988679,Erin Lopez
282740,86389746,General,Open,2023-10-12 23:05:11.164669,Joshua Jones MD
685651,62254617,General,Closed,2023-12-20 03:51:19.288944,Kristine Moore
480336,90067492,Technical,Closed,2023-11-15 06:05:12.210234,Christina Fernandez
644038,45112966,Billing,Open,2023-11-15 21:29:30.454674,Allison Garcia
559317,52168897,General,Closed,2023-07-19 20:48:39.927207,Melissa Holden
709437,34206298,Technical,In Progress,2023-05-20 00:15:52.706060,Casey Jones
238443,59599070,Technical,In Progress,2023-11-16 20:34:34.860403,Kevin Higgins
452780,70303856,Billing,Open,2024-01-21 08:53:15.198739,Amy Russell
57506,45610216,Technical,Closed,2024-02-16 20:15:26.870797,Daniel Garcia
920874,99488943,General,In Progress,2023-07-24 16:27:08.584090,Susan Harris
914066,36172015,Technical,Closed,2023-10-28 12:25:25.912587,Mario Edwards
783894,67723511,Technical,Open,2023-10-23 00:29:07.297019,Christopher Fitzgerald
285757,99711256,Technical,Open,2024-01-02 08:34:58.065654,Evan Lee
618843,11165757,Technical,In Progress,2023-12-22 21:25:16.726908,Jonathan Gardner
724548,70227218,General,Closed,2023-09-02 08:38:16.573540,Elizabeth Johnson
946962,67737415,Technical,Open,2023-10-24 04:05:48.225787,Elizabeth Nguyen
316628,44022235,Billing,Open,2023-11-10 10:38:21.684365,Alexander Bishop
831933,48852950,General,Closed,2023-11-27 05:21:44.771448,Jackie Kennedy
894018,87210332,Technical,In Progress,2024-04-11 02:58:18.658681,Frederick Fry
957067,82243635,General,Closed,2024-02-05 21:48:41.728155,Nicole James
172942,76835263,Billing,In Progress,2023-09-16 21:20:58.871999,Regina Johnson
817284,24404625,General,In Progress,2023-10-26 22:05:04.674948,Danny Copeland
126380,27077817,Billing,Closed,2024-03-12 19:56:08.455439,Mr. Michael Lloyd Jr.
75877,75561421,Technical,Open,2023-08-10 15:50:07.508977,Jeffrey Mendoza
479942,83661134,Technical,Open,2023-09-29 00:20:35.847590,Mark Ford
428065,61070132,Technical,Closed,2024-02-27 01:25:05.476358,Kenneth Barber
473806,88427084,Technical,Open,2023-11-17 18:59:23.896129,Debra Mills
494102,37363066,General,Closed,2024-04-11 02:27:01.856019,Steven Butler
631817,29727966,Technical,Open,2023-07-24 15:34:11.509761,Mary Kim
412283,51017124,Technical,Open,2024-03-24 20:34:08.039357,Tracy Brown
240059,57550373,Technical,In Progress,2023-07-25 16:01:53.629396,Scott Marks
248209,60348130,General,Open,2023-12-27 18:45:01.406116,Mitchell Ramirez
17520,89783702,General,In Progress,2023-12-03 05:03:47.040728,Michael Hernandez
388721,82714322,General,Open,2023-11-07 08:00:24.841015,Gabriel Webb
993300,99778101,General,Closed,2023-10-14 09:31:51.658854,Amber Wolfe
792766,21036620,Technical,Closed,2024-02-14 21:04:39.510911,Kristin Hull
146326,24596580,Billing,Open,2023-06-27 03:25:52.296394,Bryan Henry
795890,27210376,General,Closed,2023-06-07 15:32:11.187865,Heather Barnes
16929,20839336,General,Closed,2023-11-21 10:35:16.587125,John Robinson
562419,61510548,Technical,Closed,2023-11-03 16:32:35.409299,Jessica Jones
410108,70732525,General,In Progress,2023-11-05 17:45:16.433507,Joan Jimenez
304427,83169110,Technical,Open,2023-07-21 08:28:08.465021,Donald Burton
81117,15610972,Billing,Open,2024-03-01 08:17:48.787089,Michael Romero
851546,80255999,Billing,In Progress,2023-11-30 17:03:43.353796,Paul Mejia
846426,61947830,Billing,Closed,2023-12-18 16:01:59.645533,Christina Russell
932371,51122563,Technical,Open,2023-10-29 15:34:46.559711,Lauren Rogers
782217,50031842,Billing,Open,2024-03-15 22:01:30.414771,Steven Tyler
974440,19340967,Technical,Closed,2023-09-28 07:58:04.494895,Gregory Garcia
914451,63602633,General,Closed,2023-08-27 12:38:09.217212,Janice Daniel
589902,43749784,Technical,In Progress,2024-01-21 00:18:56.196224,Jacqueline Rivas
9961,52934421,Technical,Open,2023-12-29 20:30:35.137705,John Conway
235333,74784183,Technical,In Progress,2023-12-30 11:59:18.171937,Jerry Santiago
652222,90645113,Technical,In Progress,2023-07-22 20:28:06.271212,Amy Henderson
283871,15277570,Billing,In Progress,2024-03-11 19:04:09.756738,Crystal Shelton
831560,56452359,General,Closed,2023-10-16 02:54:14.331562,Robert Alvarado
407079,54532396,General,In Progress,2024-01-09 18:03:42.710539,Steven Mendoza
538460,13896319,Technical,Closed,2023-05-16 18:44:49.612931,Heather Webb
577892,62620404,Technical,Closed,2023-12-16 05:39:52.931613,Christopher Fischer
907341,16137781,Billing,In Progress,2023-07-26 03:38:41.127226,Jesse Ramirez
807994,74786993,General,Open,2024-03-28 04:36:47.651461,Beth Moore
677742,88977589,General,Closed,2023-12-27 06:31:47.007529,John Bush
406586,73316757,General,In Progress,2023-05-10 21:12:56.900365,William Guerrero MD
978894,88229794,Technical,In Progress,2024-04-14 19:53:11.548759,Jeff Gonzalez
972218,86513651,Billing,Open,2024-03-12 02:42:10.441877,Michael Nelson
645338,31782925,Billing,In Progress,2023-06-21 23:37:33.581505,Joanna Rivera
897930,90133963,Billing,In Progress,2023-07-31 07:05:35.979265,Patricia Montoya
173192,62620404,General,Open,2023-12-12 22:58:53.219421,Kelly Mckee
462585,93064254,General,Closed,2023-05-29 03:25:41.432975,Sierra Lewis
834088,43151652,General,Open,2023-12-01 11:20:54.023130,Mallory Parker
394605,43386313,General,Closed,2023-12-05 21:13:42.399653,Danielle Davidson
571987,94282636,General,Open,2023-11-22 02:50:46.174751,Aaron Zuniga
106062,64655243,General,Closed,2023-08-09 05:17:46.970339,Elizabeth Freeman
244154,82928886,Technical,Open,2023-06-02 05:20:12.328339,Charles Higgins
436790,18639431,Technical,In Progress,2023-11-18 12:58:12.923040,Kristi Rice
324614,63837435,Technical,Open,2023-09-30 08:38:17.527050,Stefanie Martin
340140,69881916,Technical,In Progress,2023-05-23 17:52:50.365368,Dennis French
433392,10222530,Technical,Open,2023-06-27 20:03:31.160650,Mr. Edward Bradley DDS
937328,37970063,Technical,In Progress,2023-12-07 01:12:41.222218,Andrea Lee
776907,94590708,General,Open,2023-05-06 08:41:38.656043,Theodore Roy
890762,83571857,Technical,Open,2023-12-19 15:37:35.190280,Richard Torres
953002,54028072,General,In Progress,2023-05-18 09:16:17.545420,Devin Calhoun
4203,67941925,General,Closed,2023-10-25 20:51:33.733346,Danielle Perez
276670,32374857,Billing,Closed,2024-02-12 21:53:51.855963,Kevin Fields
438264,61159920,General,Closed,2023-09-24 13:24:33.911991,Damon Rosario
183166,79309436,Billing,Closed,2023-11-02 03:19:57.063476,Matthew Collins
532004,76165697,General,Open,2023-08-20 16:53:32.481372,Matthew Schaefer
891549,32012897,Billing,Closed,2023-10-12 12:45:46.388830,Timothy Douglas
268119,97958195,Technical,Open,2023-10-19 01:55:05.108550,Gregory Turner
151094,66296094,Billing,Closed,2023-09-21 07:40:22.076754,Stephen Collins
155496,95728051,Billing,In Progress,2023-07-19 02:39:57.759015,Jonathan Osborne
985265,72989477,Technical,Closed,2024-04-21 14:59:21.897394,Amy Day
579773,10014066,General,Open,2024-03-21 00:38:50.048018,Timothy Lynn
333330,74890376,General,Closed,2023-06-08 17:30:56.957371,Sara Chapman
786371,52625319,General,Open,2023-06-27 01:50:38.702623,Stephen Bishop
947828,42748647,Technical,Closed,2023-10-23 08:19:58.646253,Bobby Kennedy
989093,46811095,Billing,Open,2024-03-01 09:48:57.274553,Miranda Steele
646392,93258228,Billing,In Progress,2024-01-27 20:54:45.112661,Jason Williams
862561,58879801,Billing,In Progress,2024-03-01 12:03:38.423157,John Hanson
134063,88732083,Technical,In Progress,2023-06-25 21:52:55.751948,Lisa Bernard
575059,18340436,General,In Progress,2024-02-22 15:04:49.449550,Mrs. Kristen Cook DDS
67704,12806232,General,Closed,2024-03-10 14:59:03.829136,Andrew Lee
141443,68903593,Technical,In Progress,2024-01-13 01:11:41.028394,Joan Mcdonald
369540,65872530,General,Closed,2024-01-28 05:14:31.563110,Jessica Schneider
542101,10014066,General,Closed,2023-07-20 03:47:37.024293,Larry Collins
256226,43920739,Technical,Closed,2023-08-03 12:27:15.709891,Tonya Dougherty
940544,45883441,General,Open,2024-02-04 13:39:26.656626,Amanda Clark
676850,53416546,Billing,In Progress,2024-01-07 20:21:01.837415,Melissa Bradley
539727,39506550,Billing,Open,2024-01-04 13:02:41.133832,Brian Jones
401670,12510671,Technical,In Progress,2023-12-03 22:20:15.391308,Patricia Navarro DDS
631199,96939994,Technical,Open,2024-01-08 19:47:15.717372,Jeffrey Garcia
611550,93357610,Technical,In Progress,2024-03-10 12:14:43.735093,Julie Solis
582709,83058608,Technical,Closed,2023-11-01 01:53:59.919427,Zachary Diaz
409164,80180949,General,In Progress,2023-06-28 10:29:49.788221,Ryan Peters
826417,34089747,Technical,Closed,2023-08-27 21:24:00.157355,Joshua Keller
683745,69611718,Technical,Open,2023-08-29 10:38:52.949345,Vanessa Church
284399,69804198,Technical,Open,2024-04-09 05:06:57.409186,Jesse Burton
938296,30649132,Technical,Closed,2023-09-01 17:06:50.406488,Gloria Johnson
347385,20101116,Billing,Open,2023-09-17 20:17:32.399491,Tammy Moore
420414,46398746,General,In Progress,2023-10-08 23:10:27.773360,Cynthia Rowland
550066,36936826,Technical,Open,2023-08-01 03:16:55.481297,Mark Gibson
630497,37991531,Billing,Closed,2024-03-10 04:26:57.989873,Miss Holly Johnson
459788,51691924,Billing,Open,2024-02-11 02:19:48.053486,Derrick Lopez
512283,43170066,General,Closed,2023-10-09 09:31:02.440926,Steven Davis
933831,90860735,Technical,Closed,2023-05-04 20:03:02.602839,Michele Jones
304117,52385863,Technical,Open,2023-11-11 19:19:02.196382,Katherine Bonilla
96849,59649409,General,In Progress,2023-06-18 06:47:15.165262,Victoria Gonzalez
593324,70663914,General,In Progress,2024-04-23 20:54:45.935041,Steven Fitzpatrick
201926,54347063,General,In Progress,2024-03-28 04:20:08.786527,Adrienne Williams
773788,14378725,Billing,Open,2023-11-03 14:18:03.076310,Leonard Cochran
552355,84685076,Billing,Closed,2023-10-05 10:08:13.684582,Bryce Hardy
364340,97830432,General,Closed,2023-11-10 06:30:32.013354,Robert Hampton
520914,75260780,Technical,Open,2023-05-12 12:48:34.399025,Sonya Torres
475436,17322162,General,Closed,2023-07-11 16:40:32.031775,Kyle Little
174220,57932145,General,In Progress,2023-05-09 23:25:51.037470,Scott Michael
693092,65333236,Technical,In Progress,2023-12-09 12:05:10.514991,Luis Diaz
428475,64724542,General,Open,2024-03-31 06:56:40.361303,Mr. Jacob Lewis
770994,55568236,General,Open,2024-02-21 04:43:30.421467,Ariana Fisher
533212,63526065,General,In Progress,2023-09-13 13:30:37.551765,Kristy Lindsey
882981,23555762,General,Closed,2023-10-14 22:05:17.174003,Michael Walker
458887,24697724,Billing,In Progress,2023-07-28 13:55:48.890492,Marvin Mccullough
769221,60823022,Technical,In Progress,2023-12-07 14:32:29.802561,Sandra Huffman
848894,87292162,Technical,Closed,2023-08-24 14:27:46.849887,Gary Villarreal
324886,91583763,Technical,Open,2023-05-30 03:12:18.407020,Patricia Richards
206167,89786590,Technical,In Progress,2023-10-16 17:27:30.753855,Dana King
758552,65512085,General,Open,2024-02-03 09:31:32.969937,Erin Shea
442746,88774721,General,In Progress,2023-08-22 21:43:39.672967,Victoria Rivera
383388,56037024,General,Open,2023-09-26 14:00:23.304607,Daniel Butler
477486,54037273,General,Closed,2023-10-14 03:13:21.783542,Matthew Allen
20813,77746557,General,Closed,2023-12-13 03:54:39.293815,Erica Hall
515342,97355836,Technical,In Progress,2023-09-09 05:40:47.568253,Jessica Jackson
300383,72190109,Technical,Open,2023-06-01 00:21:06.627357,Jennifer Brown
293309,80258524,Billing,In Progress,2023-08-12 14:25:21.037802,Vincent Edwards
123760,21086799,General,Closed,2023-05-17 23:08:09.793144,Judith Ross
805117,12118401,General,Open,2024-03-23 13:21:54.011523,Amy Wilson
320356,25324768,General,In Progress,2023-12-03 09:52:42.266594,Sean Stephenson
857490,66575172,General,Open,2023-05-30 07:42:17.831834,Matthew Maxwell
965225,45369635,Billing,In Progress,2023-06-17 08:53:48.158093,Sally Nash
828597,75334667,Technical,In Progress,2024-02-02 12:29:20.007246,Stanley Deleon
446376,94014873,Billing,Closed,2024-03-06 04:55:04.681855,Christina Odom
483829,42712572,Billing,In Progress,2023-11-11 20:27:17.443418,Elizabeth Smith
312602,28521917,Billing,Closed,2024-01-21 10:04:56.341522,Monica Holloway DDS
29693,60638628,Technical,Closed,2023-12-24 05:28:00.904877,Mason Cisneros
789057,17269534,Technical,Open,2023-07-18 08:23:47.978029,Benjamin Ingram
