AccountNo,Client_num,BankID,AccountType,Balance,Open_date,Close_date,Overdraft_limit
340434,29820506,41087230,Loan,42524.76,2022-03-01,,296.88
567918,48838248,12409716,Loan,70340.27,2020-03-02,,378.98
380998,75373705,12180519,Credit Card,89258.97,2023-11-08,,323.68
302004,33277855,76033207,Savings,68436.03,2020-10-30,2023-06-28,17.32
516124,14979288,16698795,Checking,86073.24,2021-04-28,,573.44
465836,91764569,14589305,Checking,16183.29,2023-01-26,,246.56
424698,67131432,22135191,Credit Card,72230.56,2022-11-03,,547.68
213163,56908672,37753542,Checking,24079.59,2021-10-31,,167.41
742850,89845474,55798973,Credit Card,33045.66,2023-01-28,,80.85
936482,40676745,80257887,Checking,7764.92,2019-05-09,,518.28
459993,59453269,69598209,Credit Card,95381.48,2020-10-31,2023-10-29,652.36
540903,39359163,77441705,Loan,28333.38,2024-04-27,,79.96
569279,38545949,16698795,Credit Card,19974.94,2020-04-23,,899.25
207841,51017124,77441705,Loan,79786.45,2023-11-07,,862.29
361531,41078959,92114008,Credit Card,85883.7,2021-06-01,2022-07-26,345.51
621049,53945117,12549576,Credit Card,81094.55,2023-02-13,,654.96
899632,53858446,12409716,Credit Card,96872.26,2022-12-18,,930.4
354769,63479938,22632821,Credit Card,82048.51,2020-05-10,,465.65
411943,39786766,76461901,Credit Card,77232.45,2022-04-16,,987.57
519675,30177318,17178471,Credit Card,83815.42,2020-02-02,2022-08-11,824.38
186518,17537943,29369239,Checking,84523.35,2019-10-04,,418.47
690458,43221206,69598209,Checking,44453.84,2022-09-26,2024-04-23,146.58
991389,27596667,81972872,Loan,83289.37,2024-04-09,,684.27
603450,74095390,80257887,Credit Card,59596.97,2022-10-13,,859.08
473823,32053669,46264809,Savings,85440.0,2021-02-07,2022-04-28,29.9
820191,22744157,12180519,Checking,38557.3,2022-09-25,,145.28
610447,81688874,46264809,Loan,91393.21,2020-11-05,,412.06
651927,65716448,79497184,Checking,84879.23,2020-02-14,,173.08
952175,28806026,51710843,Credit Card,29567.51,2020-04-11,,307.29
14389,74580125,64741389,Savings,41797.35,2023-02-10,,323.65
940298,78403508,74290792,Checking,578.04,2024-01-17,,195.12
776922,53950523,17178471,Checking,68464.54,2020-05-16,,341.6
602921,56055833,87451692,Checking,78185.44,2021-10-22,,896.6
813942,43983549,86893602,Credit Card,86128.26,2021-07-13,,792.43
416544,44245676,12549576,Savings,94571.71,2020-06-03,2021-11-29,260.65
982580,85830518,74290792,Savings,27158.7,2021-03-18,2022-12-07,296.19
993643,67218712,80287087,Savings,95616.02,2021-01-27,2022-09-28,588.45
659037,48218922,27727923,Checking,51886.83,2019-11-27,,289.58
914046,67862722,22135191,Savings,68332.27,2023-09-06,,19.48
154827,63060742,69598209,Loan,22538.11,2019-12-17,,998.92
786895,65666350,16698795,Credit Card,96439.21,2023-02-17,2023-05-13,247.43
650333,11007516,11569464,Loan,88768.97,2022-01-25,,788.48
982397,90958288,93574729,Credit Card,65414.07,2019-12-27,,567.08
948465,22891522,42672546,Credit Card,29651.46,2020-03-14,,546.82
276214,90179592,12907760,Loan,52139.94,2021-04-23,,999.98
157199,14037686,92114008,Loan,32457.66,2021-01-30,,929.18
995691,29864173,41046679,Savings,13838.16,2019-09-19,,568.95
268799,74387195,72565719,Credit Card,57063.3,2020-06-18,,992.41
508951,37934789,20758115,Loan,26038.41,2022-02-28,,900.93
964434,16902347,63064216,Credit Card,1439.75,2021-06-06,,93.54
351066,54894194,20758115,Checking,11161.04,2023-05-03,,13.75
18195,46444754,46264809,Checking,5506.25,2023-06-19,2023-10-25,369.26
887517,64071554,50736126,Credit Card,79796.35,2019-06-02,,288.36
897700,80476810,90079264,Checking,57567.47,2023-06-09,2024-01-16,792.45
801231,73004804,80257887,Loan,3119.87,2023-03-17,,363.44
307787,43344684,50736126,Savings,91166.37,2022-12-07,,460.31
304489,66559404,67777959,Credit Card,55256.19,2021-03-23,,689.35
222104,79502096,86893602,Checking,88383.9,2021-08-23,,43.57
960481,19907143,39697743,Credit Card,30015.55,2020-03-28,,166.61
705990,69795641,58525202,Credit Card,95145.99,2023-03-15,2023-12-14,205.11
572576,57915553,64741389,Checking,96227.3,2024-01-24,,249.54
165872,31939367,32264006,Savings,25827.1,2020-04-30,2021-12-03,676.52
701365,47742884,17178471,Credit Card,39930.84,2023-07-03,,740.63
745955,98912269,37753542,Credit Card,61221.0,2019-06-30,,267.58
415958,61740866,32264006,Loan,3441.99,2023-07-28,,355.95
764932,21256660,22632821,Checking,24231.17,2022-12-11,,987.2
362145,39261685,79497184,Savings,1776.59,2020-09-18,,474.58
984087,24005352,97544214,Credit Card,59899.39,2021-06-09,2022-02-19,643.38
771245,34944766,12409716,Savings,56591.11,2020-10-08,2024-03-01,42.13
404077,36172015,59181519,Checking,20059.81,2020-11-09,,906.97
862158,38826066,80287087,Savings,45103.66,2019-05-18,,510.41
723026,81809938,80287087,Loan,22820.15,2020-10-03,,969.27
76837,78026512,20265646,Savings,50170.87,2022-05-24,2022-08-07,664.84
837991,64165352,77441705,Savings,95911.25,2024-01-07,,76.46
590644,84505772,20265646,Checking,75092.81,2020-09-27,,362.11
249189,18673081,16698795,Loan,86319.94,2020-12-04,,870.5
472173,93940077,29369239,Savings,75717.99,2024-01-01,,697.73
222379,18078735,76033207,Loan,70080.06,2022-02-16,,179.48
821074,52372436,76033207,Savings,74436.76,2020-02-25,,995.97
401964,87343687,32264006,Savings,55663.61,2021-09-10,,583.52
512929,55862469,76461901,Savings,33074.71,2020-01-12,2020-02-10,727.86
352057,35820398,39697743,Checking,36093.88,2021-03-06,,119.3
429347,98473014,40716801,Checking,58452.41,2019-12-20,,339.44
46387,61911298,41046679,Checking,61680.77,2020-10-20,,306.59
426933,74558398,21813819,Credit Card,38252.16,2020-12-25,,36.23
499829,23684702,92114008,Checking,60288.99,2022-10-14,,922.55
781435,10332502,25223326,Savings,98244.16,2020-05-24,2021-10-18,832.46
508999,70994619,59181519,Loan,51230.77,2021-09-17,,626.63
426460,76642327,22135191,Checking,43673.73,2021-11-15,,790.98
740704,39218185,86893602,Loan,50821.11,2023-01-20,,792.34
979117,17488553,63064216,Checking,53376.58,2022-09-13,,321.95
581163,48708195,12549576,Checking,9169.31,2023-04-01,,898.92
667397,49336912,29369239,Loan,36314.17,2023-07-28,,546.1
604558,95943020,72565719,Savings,32622.08,2019-09-07,,989.05
992412,59294453,37753542,Checking,11375.55,2021-02-03,,558.56
573457,24930160,87451692,Credit Card,28779.99,2023-06-21,,526.24
782605,37271457,41087230,Credit Card,62873.3,2021-12-30,,367.82
14957,19858923,29369239,Loan,97404.42,2020-10-03,,261.41
203202,72839675,76033207,Loan,8248.75,2019-05-28,2023-05-30,585.11
949303,29826678,20758115,Checking,62579.84,2020-12-31,,463.8
264978,66231862,64741389,Savings,6934.2,2022-12-10,2024-01-01,865.4
211717,52397211,27727923,Checking,17269.99,2020-04-13,,680.33
579986,83004133,63064216,Credit Card,31503.78,2021-08-26,,243.35
59437,47549137,93574729,Credit Card,81176.87,2020-07-22,,335.8
480505,23932140,12409716,Savings,37674.66,2024-03-30,,828.43
101204,70494894,12907760,Credit Card,41570.9,2023-07-19,2024-04-25,304.43
712832,47124925,32264006,Checking,29795.02,2024-02-16,2024-03-24,386.52
496181,71068750,16698795,Loan,80353.11,2019-12-21,,110.51
339308,83397841,59181519,Checking,16020.11,2020-03-27,2020-06-14,152.81
321802,51352450,92707769,Credit Card,9986.78,2021-02-17,2022-02-20,739.58
844336,15745069,17178471,Checking,63518.75,2019-09-16,,980.69
131114,33451406,21077921,Savings,25835.39,2021-04-26,,42.54
617338,64869764,22135191,Checking,53384.34,2021-07-18,,595.27
743817,54675107,76461901,Savings,26691.73,2021-06-19,,140.21
879103,81784614,14589305,Savings,58333.33,2019-09-13,2022-06-04,866.64
128528,38868076,64452737,Checking,37295.06,2021-11-22,,33.18
368291,15005084,20265646,Checking,80964.44,2023-04-08,,401.06
860607,63236026,12180519,Loan,61537.27,2022-04-21,,691.4
841140,94342500,81972872,Checking,76058.69,2020-02-14,2022-03-17,891.33
456697,72964785,56863141,Loan,62111.97,2021-02-11,,209.16
807709,84226034,77441705,Checking,35099.24,2021-06-23,,125.84
186716,48759305,29369239,Checking,3245.82,2023-08-18,,953.88
71933,85723477,92114008,Savings,16433.4,2020-07-04,,346.98
239752,23982692,56863141,Loan,41636.6,2021-03-14,,826.39
475702,87854484,80287087,Savings,25741.26,2023-09-18,,990.89
772355,10188754,87451692,Savings,89035.54,2021-07-14,,372.92
25733,44819758,20758115,Savings,42653.15,2019-07-25,,81.04
959065,58071172,17178471,Loan,79815.61,2021-03-01,,523.61
325761,26000367,90079264,Credit Card,31635.94,2022-03-07,,682.18
41418,95853315,92707769,Credit Card,17309.79,2022-10-13,,246.78
181456,10597381,12907760,Credit Card,39762.87,2022-09-13,,984.54
697619,49210067,90079264,Loan,59946.22,2023-12-15,,740.14
480536,30209554,76033207,Loan,12555.46,2023-07-13,,619.3
202490,69881916,50736126,Loan,41113.4,2020-06-26,,561.87
640656,53369284,41087230,Savings,21139.41,2021-02-13,,49.34
457861,43421348,12549576,Loan,2513.58,2019-10-05,,780.87
764199,91511223,55798973,Checking,43286.53,2024-03-13,,328.41
652358,78907854,90079264,Loan,5362.1,2023-04-23,,162.62
895314,87646019,87451692,Loan,89744.2,2021-05-28,,3.53
561655,65312404,64452737,Checking,37089.29,2024-01-18,,203.84
534221,42753944,60581823,Savings,94216.45,2021-05-05,,993.39
20449,69710356,39697743,Checking,92902.96,2020-08-20,,933.18
279834,81557177,69598209,Credit Card,38117.82,2022-10-05,,299.25
34350,65871384,14589305,Savings,97856.4,2020-10-13,,786.82
150855,47374423,42672546,Loan,4007.11,2022-10-22,2024-03-18,656.7
596230,33591733,58525202,Loan,38715.77,2024-01-14,,468.81
93313,32537788,67777959,Savings,66896.16,2019-05-14,,640.88
894635,54202722,86893602,Savings,61411.46,2021-07-29,,129.2
38535,17426196,60581823,Savings,31315.92,2020-08-30,,417.38
124547,70280655,12907760,Credit Card,16311.51,2020-06-07,,540.31
102926,26004101,60581823,Loan,76201.96,2020-11-23,,79.16
307105,12514625,80287087,Loan,46894.32,2024-02-28,2024-04-08,132.88
336990,57507779,67777959,Loan,47574.23,2021-04-06,,814.52
381383,33664835,60581823,Credit Card,6584.58,2019-11-28,,263.61
686307,28756543,76461901,Savings,90778.32,2022-07-29,,538.15
745903,79002028,12409716,Loan,16218.09,2023-08-01,,362.66
487957,82936383,81972872,Loan,85006.14,2022-01-25,,115.95
277225,17848480,97544214,Checking,83489.25,2024-04-05,2024-04-23,778.72
48006,85893413,16698795,Checking,26519.18,2021-10-20,,451.05
613598,17149764,22135191,Loan,8327.0,2023-10-14,,87.05
86400,80715785,65785496,Savings,41737.05,2021-04-17,,623.28
670618,74720848,16698795,Loan,60935.61,2023-07-10,,853.82
161471,48168481,11569464,Checking,70458.52,2020-11-13,,930.79
282244,33027261,80257887,Savings,16596.38,2020-12-19,,176.32
312661,81416681,65785496,Checking,66393.85,2019-12-19,,326.46
786264,54927571,64452737,Loan,80881.78,2023-02-05,2024-01-07,476.22
554761,62892712,50736126,Savings,31637.57,2023-08-18,,472.7
835848,77420154,40716801,Savings,49403.12,2023-04-27,,768.37
438856,57373476,32264006,Checking,65750.56,2024-03-29,2024-04-03,297.44
953564,80559644,92707769,Checking,40459.04,2023-06-17,,403.5
653044,44247242,42672546,Loan,97393.19,2023-02-22,,827.42
716917,13704867,11569464,Savings,64305.17,2024-03-20,,229.95
621672,65708216,12180519,Credit Card,83403.65,2023-10-10,,347.44
246093,83799712,67777959,Savings,71946.63,2022-01-14,,343.16
324053,73954629,64452737,Savings,18826.14,2021-03-03,,32.37
473531,15083453,22632821,Savings,25411.14,2024-03-19,,478.07
119525,13121025,67777959,Credit Card,13695.95,2019-09-12,,757.43
581073,50504106,20758115,Checking,84060.18,2023-09-20,2023-12-08,715.63
20773,71096323,59181519,Checking,68936.73,2019-10-16,,300.07
364703,73680274,58525202,Credit Card,42651.72,2022-03-24,,837.24
545027,13499442,55798973,Savings,99788.33,2022-01-16,,883.35
688082,15780906,64452737,Loan,47121.66,2023-03-09,,527.6
220894,43588255,69598209,Checking,23368.66,2021-11-06,,132.83
453773,54532396,65785496,Savings,19286.58,2022-10-21,,439.05
673381,16913689,17178471,Loan,85091.17,2023-01-21,,820.2
701492,52222962,84037897,Checking,7661.09,2022-12-20,,728.55
178962,12897488,93574729,Savings,79874.53,2022-01-15,,607.35
844652,91629802,64452737,Loan,63705.7,2020-08-25,,159.67
785926,20957382,37753542,Checking,12303.61,2023-03-28,2023-09-24,96.05
540355,18431488,13871080,Loan,28450.53,2019-12-27,,259.13
128979,91275990,84037897,Checking,99556.54,2021-02-12,2021-05-29,163.78
288707,14542609,93574729,Checking,82295.05,2021-10-07,,68.78
379591,22147844,14589305,Loan,41312.75,2021-05-18,2021-11-24,173.97
973177,74819505,72565719,Checking,12476.66,2022-02-25,,765.73
425438,27615559,64741389,Checking,55194.28,2022-01-28,2022-02-13,824.15
814422,37944108,80287087,Credit Card,59156.31,2022-06-11,,375.1
15169,13835555,41046679,Loan,77329.91,2021-12-10,,936.84
138023,91485158,11569464,Savings,43371.02,2022-08-07,,176.92
530912,27395200,29369239,Savings,8288.02,2021-05-21,,332.22
90208,85801542,92114008,Checking,74195.95,2022-02-16,2023-05-04,107.85
813693,84528409,12180519,Loan,77743.0,2021-03-27,,572.49
481993,71395378,40716801,Credit Card,66084.2,2023-07-21,,988.92
316285,13342736,13871080,Checking,82074.86,2020-02-21,,919.16
949934,92071321,77441705,Savings,73825.05,2019-09-10,,170.64
801467,83847974,17178471,Savings,83798.86,2024-03-15,,573.44
20740,14518550,11569464,Credit Card,58815.19,2020-11-02,2024-01-16,107.6
935688,31507357,20758115,Credit Card,95372.97,2022-08-30,,18.5
789993,32849911,46264809,Checking,14493.92,2023-02-17,2023-07-28,879.11
80789,11866019,11569464,Loan,78857.29,2021-07-07,2023-02-13,374.83
522560,24841159,27727923,Savings,32445.73,2020-11-15,2021-01-27,796.23
978260,30913297,58525202,Checking,68011.61,2022-11-26,,80.3
35928,75775703,20265646,Loan,86431.63,2020-10-27,2022-06-25,694.21
295541,16067956,81972872,Loan,65455.7,2022-06-08,2023-05-21,270.3
30968,84484923,12549576,Savings,35141.66,2022-11-10,2024-04-03,594.85
493824,22562934,64452737,Credit Card,17416.22,2020-04-23,2023-01-13,122.25
857751,46078005,77441705,Savings,13442.55,2021-12-08,,341.85
444571,94490227,72565719,Savings,93026.52,2022-07-21,,316.19
201158,50554210,97544214,Savings,62195.56,2019-05-24,,432.72
90625,32566734,29369239,Savings,84162.25,2020-08-19,2023-03-07,488.12
144003,70227218,72565719,Loan,64102.3,2022-05-25,,617.57
389083,84000119,27727923,Savings,99439.03,2023-09-30,,479.12
297419,75334667,58525202,Savings,41488.45,2020-03-28,,908.09
715270,89031321,32264006,Checking,81043.99,2019-06-13,,626.08
452050,48143561,27727923,Checking,10219.03,2022-10-11,,342.64
447742,38757759,63064216,Savings,16265.31,2020-12-05,,643.38
115946,52376617,42672546,Loan,25041.33,2020-09-06,,693.05
517153,13696375,64452737,Credit Card,45407.07,2020-04-12,2022-09-27,48.14
73596,54163375,92114008,Savings,18378.02,2023-12-08,,251.75
769720,47969263,80257887,Checking,76457.38,2019-12-18,,987.33
254309,24411824,17178471,Checking,97523.41,2023-10-01,,183.84
52090,75631050,20758115,Credit Card,23312.06,2023-03-27,,402.61
76613,82860664,97544214,Credit Card,83333.53,2023-02-19,,689.42
122024,41279028,84037897,Credit Card,39525.29,2020-12-07,2021-05-08,620.09
795033,59255029,64452737,Loan,62973.78,2023-08-17,,855.8
518195,87540822,87451692,Loan,87634.06,2020-01-14,,407.18
558289,25522316,22632821,Checking,16106.46,2023-05-27,,68.34
747613,13366143,20265646,Checking,78028.83,2020-08-14,2020-10-27,725.88
510055,36869186,21813819,Loan,55620.64,2024-02-19,,559.73
88085,47427771,12322955,Savings,91579.86,2021-01-26,,715.49
660683,40736508,97544214,Savings,45465.08,2024-01-03,2024-02-04,586.12
499941,86688104,11569464,Checking,39803.74,2023-05-06,,533.5
904377,67967702,46264809,Savings,52262.61,2023-03-29,2023-10-01,783.62
644606,36099892,92114008,Savings,949.3,2022-09-29,,511.48
699340,60726370,86893602,Savings,8314.89,2022-04-27,,173.66
727550,73068517,80287087,Loan,83432.33,2022-08-29,2023-07-26,220.63
201981,64853743,77441705,Savings,34884.17,2021-08-30,,644.4
370873,22076747,41087230,Savings,8051.88,2023-07-26,,58.54
41016,61411904,22632821,Loan,95513.54,2021-11-18,,131.41
973890,46551921,32264006,Checking,57616.79,2019-12-21,2023-04-03,427.81
481060,31942862,21813819,Credit Card,51062.76,2022-12-24,,447.1
893592,15777026,40716801,Checking,77264.9,2020-01-21,,520.68
770999,32987593,81972872,Checking,90938.93,2020-10-25,,924.7
505685,30967126,11569464,Checking,17445.89,2022-07-18,,957.49
636739,97895463,56863141,Checking,65461.75,2020-07-29,,629.07
125177,24331061,64452737,Credit Card,52580.89,2022-08-15,,222.33
837400,59362494,19918798,Savings,42947.92,2021-07-15,,630.55
956948,97562872,69598209,Loan,26380.42,2021-11-23,,633.69
886048,58694878,80287087,Loan,93341.78,2023-03-13,,653.35
181213,57569071,22135191,Checking,62970.06,2021-07-19,,713.19
320895,10422541,16698795,Loan,12069.1,2023-04-26,,620.89
8763,75286838,81352293,Savings,84642.93,2023-07-30,,540.36
463861,36986892,21813819,Savings,86927.99,2023-06-15,,410.6
942247,93258228,56863141,Loan,21445.74,2021-02-23,2023-03-08,346.6
34913,44893173,79497184,Savings,82751.82,2022-08-17,,13.84
838694,56533678,80287087,Loan,89479.38,2020-11-16,,659.34
984044,79300958,12549576,Credit Card,43354.97,2022-08-30,,892.96
3768,82995796,84037897,Loan,88004.77,2020-01-17,,689.19
161592,81725249,59181519,Credit Card,75638.96,2020-08-20,,7.02
656062,15203510,29369239,Loan,43250.76,2023-01-20,,107.23
884789,26854284,32264006,Checking,14866.92,2023-11-04,2024-04-14,658.5
903105,26524744,93574729,Checking,47329.68,2021-09-14,,518.82
356826,59031666,12549576,Loan,60443.98,2020-09-07,,562.72
824468,45509868,12907760,Savings,13678.1,2020-05-20,,293.66
113587,12389689,51710843,Checking,91774.5,2021-12-19,,472.08
352536,76668492,69598209,Savings,56148.23,2024-01-11,,148.38
427922,63360850,55798973,Credit Card,20432.07,2021-10-25,,139.82
337400,34566594,32264006,Credit Card,19633.71,2021-07-25,,52.1
823193,69820814,22632821,Savings,85414.28,2020-09-06,,160.38
975741,22691846,20265646,Checking,93502.16,2021-03-04,,127.29
773372,62766296,84037897,Checking,552.86,2024-03-25,,869.01
488809,48429043,20265646,Credit Card,63888.12,2020-01-23,,584.41
742552,84035069,80287087,Savings,80912.21,2024-02-06,2024-03-09,9.19
478511,97799529,51710843,Checking,69029.69,2023-03-24,,893.34
299799,86165950,39697743,Loan,63495.01,2021-07-15,,923.53
728653,22111711,81352293,Checking,29270.85,2019-08-09,2020-08-24,797.42
944321,92772533,50736126,Checking,81908.52,2024-01-31,,885.66
476413,62603823,40716801,Loan,44713.16,2023-09-30,,749.65
787982,16174000,12549576,Credit Card,93321.54,2019-10-23,,368.76
734090,92713148,21813819,Savings,92701.11,2020-10-05,2021-04-08,146.87
174380,52527533,12549576,Credit Card,80941.55,2023-11-08,,23.05
15836,28526986,64741389,Credit Card,82182.3,2023-09-13,2023-10-16,742.87
446802,86801532,21077921,Savings,32175.11,2021-01-08,,320.18
185401,89676672,81352293,Checking,1143.62,2022-09-17,,276.64
556581,24817953,65785496,Loan,84349.89,2023-02-11,2024-01-06,793.54
347996,74277923,72565719,Savings,15288.44,2022-08-04,,924.3
670985,79424818,12180519,Credit Card,66272.26,2024-01-05,,106.16
537764,77313794,22632821,Loan,79934.91,2022-10-29,,874.0
859946,56208767,39697743,Savings,56882.31,2021-03-24,,294.15
925581,79094176,77441705,Loan,90721.12,2022-11-02,,78.51
157559,23714662,46264809,Checking,14352.32,2022-04-30,,633.54
843740,67939745,60581823,Checking,63113.6,2021-12-19,,563.12
939510,38601128,60581823,Checking,96050.02,2022-03-19,,499.85
385668,12561112,55798973,Savings,35813.45,2022-05-13,,668.79
885726,46290988,37753542,Checking,88548.57,2019-12-28,,78.87
80502,31357430,56863141,Loan,49787.22,2019-12-30,,975.72
166523,53795048,81352293,Checking,25829.17,2021-04-28,,118.47
876332,11936742,65785496,Savings,8789.35,2023-12-21,2024-03-11,300.41
748980,98017001,20758115,Credit Card,6204.7,2020-10-04,2022-09-25,496.98
43641,29872254,64741389,Credit Card,93597.78,2022-01-24,,368.99
250594,89054366,13871080,Checking,92796.73,2022-02-13,,663.08
811829,11225244,50736126,Loan,64472.54,2022-05-10,2023-07-09,939.82
106553,65313626,65785496,Loan,83117.81,2019-10-28,,471.05
596337,34071602,11569464,Checking,86718.66,2020-04-16,,250.27
185953,42073858,20758115,Savings,86879.24,2021-07-06,,773.51
483524,17930894,80257887,Checking,21031.29,2021-10-11,,718.64
917244,94056229,72565719,Loan,96050.42,2020-02-06,,574.51
908003,58402384,12409716,Loan,95021.09,2020-05-28,2020-06-24,960.11
291631,90762653,65785496,Checking,61182.75,2022-06-18,,299.56
148830,82475642,20265646,Credit Card,68592.75,2023-09-28,2024-02-04,41.86
505765,43272307,67777959,Credit Card,19256.73,2021-10-09,,593.18
105788,50710910,64741389,Loan,54554.25,2022-02-13,,676.35
862887,36488074,59181519,Checking,50146.39,2020-06-24,,378.3
977149,37940512,93574729,Loan,11300.38,2019-12-02,2021-06-18,4.75
699809,62199150,93574729,Loan,56156.05,2022-05-30,,997.06
523970,35855449,93574729,Checking,49935.11,2021-04-14,,15.25
455796,68006345,69598209,Credit Card,7236.46,2019-07-03,,920.38
498937,75145355,97544214,Checking,90965.01,2021-01-20,,413.92
925754,17076157,56863141,Checking,42278.95,2020-02-01,,544.18
824826,76703655,84037897,Loan,57485.99,2020-10-26,,626.34
321952,44611422,20758115,Loan,79970.54,2024-04-03,2024-04-14,339.71
585336,16745348,25223326,Savings,65060.95,2024-03-05,,561.81
661226,17653079,12322955,Credit Card,35817.19,2022-03-07,,492.47
135117,35140310,86893602,Credit Card,44930.66,2020-12-24,,94.24
90572,86648729,14589305,Loan,98184.15,2020-06-22,,879.86
378418,42910080,22632821,Savings,71353.71,2020-03-27,,250.32
536124,77408081,42672546,Loan,48114.09,2023-10-16,,439.21
177848,71072775,12907760,Loan,34668.5,2019-06-24,,700.51
410323,65448692,21077921,Checking,67713.78,2022-09-05,,920.08
446365,97939590,92707769,Loan,99851.93,2023-03-01,,573.59
777436,75756642,58525202,Credit Card,35328.75,2022-09-11,,642.95
608382,26937881,63064216,Savings,57700.16,2021-01-22,,321.85
967996,92989015,14589305,Savings,40206.23,2019-11-23,,991.12
542226,89124442,74290792,Checking,88502.38,2022-06-26,,266.51
74707,49154335,20758115,Credit Card,5890.04,2022-06-18,,834.83
402099,43151652,81352293,Savings,569.66,2020-08-09,,18.92
172232,38299402,58525202,Credit Card,2899.84,2020-04-29,2021-01-13,337.74
367797,16415750,59181519,Loan,94943.47,2023-08-21,,949.12
988524,97721236,60581823,Savings,2105.78,2020-06-23,,458.69
449756,95748357,55798973,Checking,22833.43,2020-01-22,,34.45
53745,62902692,92114008,Loan,38418.18,2022-10-29,,937.04
444566,80190614,17178471,Loan,45973.8,2019-07-27,,672.44
729103,62449642,63064216,Savings,2903.69,2023-04-30,,316.81
775616,88784276,76461901,Loan,8367.74,2019-05-06,,561.42
533673,30750283,76461901,Credit Card,94777.18,2020-11-20,2022-02-09,293.25
818963,61611163,72565719,Loan,64102.01,2021-10-18,,46.31
962432,66544794,65785496,Credit Card,36872.99,2021-09-25,,875.27
739760,45544602,46264809,Checking,72551.05,2020-04-21,,658.0
551221,43839181,39697743,Loan,11449.8,2021-05-03,,922.81
844947,10430900,39697743,Savings,76800.47,2019-10-30,,598.98
799406,32762606,55798973,Loan,34693.98,2020-06-14,,927.68
327111,45312391,77441705,Checking,55964.74,2021-06-10,2024-01-11,468.63
341068,95334600,27727923,Savings,77748.83,2020-09-20,,482.58
943106,48783309,21813819,Loan,62829.23,2020-08-13,,830.43
84440,33260040,19918798,Savings,51363.67,2024-03-31,,329.63
247562,41781901,76033207,Credit Card,69202.39,2023-12-28,2024-01-04,576.35
262390,29864755,13871080,Checking,19364.12,2022-03-07,,667.63
984326,36008033,12322955,Loan,21018.7,2020-01-02,,25.34
984370,41324006,12322955,Credit Card,2129.93,2023-10-01,,808.13
295402,84688387,74290792,Loan,38133.69,2023-02-03,,424.63
353604,53730455,63064216,Savings,11218.19,2021-06-10,2022-11-24,219.58
14665,69113248,64452737,Credit Card,21213.21,2019-10-02,2024-04-21,642.36
509467,45886757,40716801,Loan,27587.53,2020-06-27,,227.3
226181,53833729,16698795,Loan,11574.46,2020-03-20,2021-01-18,821.1
875996,50405695,69598209,Checking,29429.01,2023-05-05,2023-09-09,56.43
66317,72473228,20265646,Checking,63627.21,2020-10-18,,505.88
577281,92730631,27727923,Loan,69454.47,2023-06-18,,360.59
961182,70084692,80287087,Loan,53973.61,2021-03-01,,3.95
317220,65860042,84037897,Checking,6281.64,2022-01-18,,146.41
169647,59623867,64452737,Loan,52928.98,2020-11-06,2024-04-19,364.3
579665,26128940,20265646,Credit Card,50464.05,2020-04-12,,70.39
249017,70236489,90079264,Savings,85840.82,2023-03-12,2023-06-12,857.99
645260,17864804,27727923,Checking,54387.66,2022-07-12,,598.52
184772,48807022,90079264,Savings,13603.75,2021-01-16,,391.24
994822,70033438,93574729,Savings,61272.64,2022-08-27,,954.4
485123,68006014,41046679,Credit Card,11151.22,2022-03-07,,656.61
784650,86383152,72565719,Savings,52279.5,2020-10-16,,808.32
344830,57405675,22135191,Credit Card,82557.46,2022-10-15,,921.67
213748,66571167,41046679,Savings,77401.31,2022-05-21,,327.18
602573,86665617,16698795,Credit Card,29323.45,2020-05-25,,349.74
95874,77776499,12907760,Checking,39611.01,2020-01-27,,890.83
912084,76467155,80257887,Credit Card,30194.48,2023-03-16,,235.55
151496,47241878,11569464,Savings,70970.64,2020-08-16,,317.48
505910,74243874,76461901,Checking,51963.57,2022-12-10,,493.32
143508,52321429,12549576,Checking,7793.88,2020-10-04,2024-04-13,20.53
992365,68642306,39697743,Savings,86084.98,2024-02-24,,972.8
484913,76875180,86893602,Loan,68261.1,2021-01-06,,243.81
600954,73642581,76461901,Loan,27678.15,2022-06-23,,629.03
456807,55828786,12409716,Checking,71538.33,2020-02-17,2023-10-28,643.31
477540,60659617,42672546,Loan,87704.46,2022-06-04,,784.3
876218,83444745,64741389,Checking,60200.01,2023-08-20,,328.85
351315,61633831,92707769,Checking,24865.83,2022-12-21,,587.58
657577,77682475,22135191,Credit Card,77329.62,2022-10-17,2023-01-20,531.3
634541,89024023,56863141,Credit Card,91969.03,2021-07-20,,959.09
748672,74851273,40716801,Checking,45352.08,2021-07-03,2023-01-24,409.76
926150,70604952,90079264,Savings,52546.82,2019-06-19,,811.01
922352,82816276,86893602,Loan,43650.95,2023-09-10,,631.36
443238,56967640,86893602,Credit Card,66406.77,2020-03-05,,817.18
632377,76871730,21813819,Checking,86536.02,2023-06-30,,437.46
872555,11892807,25223326,Loan,89284.46,2022-05-04,,611.31
26672,99778101,76461901,Loan,38366.33,2020-08-03,,45.15
817266,81685829,56863141,Savings,50338.88,2020-08-16,2023-05-26,670.11
197587,23555762,46264809,Checking,62459.47,2022-12-05,2023-12-08,877.77
744994,35428558,92707769,Credit Card,87903.17,2020-06-22,,906.24
699929,11562960,20265646,Checking,44502.49,2021-10-08,,319.71
